Date,Time (GMT),,File name,File URL,,Owner,Gun Shot (Y/N),"Type of Sound (Gunshot, Unclear, etc.)"
6/29/2022,19:53:46,88244,Sample-1 (Wed Jun 29 12:53:43 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-1 (Wed Jun 29 12:53:43 2022).wav,,Nilo,N,Unclear
6/29/2022,20:19:50,88244,Sample-4 (Wed Jun 29 13:19:48 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 13:19:48 2022).wav,,Nilo,N,Rain
6/29/2022,20:19:56,88244,Sample-2 (Wed Jun 29 13:19:48 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-2 (Wed Jun 29 13:19:48 2022).wav,,Nilo,N,Rain
6/29/2022,20:31:39,88244,Sample-2 (Wed Jun 29 13:31:32 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-2 (Wed Jun 29 13:31:32 2022).wav,,Nilo,N,Birds
6/29/2022,21:19:29,88244,Sample-2 (Wed Jun 29 14:19:27 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-2 (Wed Jun 29 14:19:27 2022).wav,,Nilo,N,Rain
6/29/2022,21:26:46,88244,Sample-3 (Wed Jun 29 14:26:39 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 14:26:39 2022).wav,,Nilo,N,Rain
6/29/2022,21:30:45,88244,Sample-3 (Wed Jun 29 14:30:42 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 14:30:42 2022).wav,,Nilo,N,Rain
6/29/2022,21:48:13,88244,Sample-4 (Wed Jun 29 14:48:11 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 14:48:11 2022).wav,,Nilo,N,Rain
6/29/2022,21:48:14,88244,Sample-4 (Wed Jun 29 14:48:12 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 14:48:12 2022).wav,,Nilo,N,Rain
6/29/2022,21:49:31,88244,Sample-5 (Wed Jun 29 14:49:29 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 14:49:29 2022).wav,,Nilo,N,Unclear
6/29/2022,21:59:07,88244,Sample-5 (Wed Jun 29 14:59:05 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 14:59:05 2022).wav,,Nilo,N,Tapping
6/29/2022,21:59:35,88244,Sample-1 (Wed Jun 29 14:59:32 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-1 (Wed Jun 29 14:59:32 2022).wav,,Nilo,N,Tapping
6/29/2022,22:02:01,88244,Sample-6 (Wed Jun 29 15:01:59 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:01:59 2022).wav,,Nilo,N,Unclear
6/29/2022,22:03:31,88244,Sample-6 (Wed Jun 29 15:03:29 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:03:29 2022).wav,,Nilo,N,Unclear
6/29/2022,22:04:18,88244,Sample-2 (Wed Jun 29 15:04:11 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-2 (Wed Jun 29 15:04:11 2022).wav,,Nilo,N,Unclear
6/29/2022,22:04:19,88244,Sample-7 (Wed Jun 29 15:04:17 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-7 (Wed Jun 29 15:04:17 2022).wav,,Nilo,N,Unclear
6/29/2022,22:04:27,88244,Sample-3 (Wed Jun 29 15:04:25 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 15:04:25 2022).wav,,Nilo,N,Rustling
6/29/2022,22:04:30,88244,Sample-3 (Wed Jun 29 15:04:28 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 15:04:28 2022).wav,,Nilo,N,Unclear
6/29/2022,22:04:54,88244,Sample-4 (Wed Jun 29 15:04:47 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 15:04:47 2022).wav,,Nilo,N,Rustling
6/29/2022,22:04:54,88244,Sample-4 (Wed Jun 29 15:04:52 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 15:04:52 2022).wav,,Nilo,N,Rustling
6/29/2022,22:05:00,88244,Sample-5 (Wed Jun 29 15:04:58 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 15:04:58 2022).wav,,Nilo,N,Tapping
6/29/2022,22:05:04,88244,Sample-6 (Wed Jun 29 15:05:02 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:05:02 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:06,88244,Sample-5 (Wed Jun 29 15:05:03 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 15:05:03 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:06,88244,Sample-5 (Wed Jun 29 15:05:04 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 15:05:04 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:10,88244,Sample-6 (Wed Jun 29 15:05:08 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:05:08 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:24,88244,Sample-7 (Wed Jun 29 15:05:22 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-7 (Wed Jun 29 15:05:22 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:39,88244,Sample-8 (Wed Jun 29 15:05:36 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-8 (Wed Jun 29 15:05:36 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:54,88244,Sample-7 (Wed Jun 29 15:05:52 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-7 (Wed Jun 29 15:05:52 2022).wav,,Nilo,N,Rain
6/29/2022,22:05:58,88244,Sample-3 (Wed Jun 29 15:05:55 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 15:05:55 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:10,88244,Sample-9 (Wed Jun 29 15:06:03 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-9 (Wed Jun 29 15:06:03 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:18,88244,Sample-8 (Wed Jun 29 15:06:16 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-8 (Wed Jun 29 15:06:16 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:24,88244,Sample-9 (Wed Jun 29 15:06:22 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-9 (Wed Jun 29 15:06:22 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:32,88244,Sample-6 (Wed Jun 29 15:06:30 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:06:30 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:33,88244,Sample-10 (Wed Jun 29 15:06:30 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-10 (Wed Jun 29 15:06:30 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:34,88244,Sample-11 (Wed Jun 29 15:06:32 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-11 (Wed Jun 29 15:06:32 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:40,88244,Sample-12 (Wed Jun 29 15:06:39 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-12 (Wed Jun 29 15:06:39 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:46,88244,Sample-13 (Wed Jun 29 15:06:45 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-13 (Wed Jun 29 15:06:45 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:48,88244,Sample-14 (Wed Jun 29 15:06:47 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-14 (Wed Jun 29 15:06:47 2022).wav,,Nilo,N,Rain
6/29/2022,22:06:58,88244,Sample-7 (Wed Jun 29 15:06:56 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-7 (Wed Jun 29 15:06:56 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:00,88244,Sample-15 (Wed Jun 29 15:06:57 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-15 (Wed Jun 29 15:06:57 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:03,88244,Sample-16 (Wed Jun 29 15:07:02 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-16 (Wed Jun 29 15:07:02 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:07,88244,Sample-17 (Wed Jun 29 15:07:06 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-17 (Wed Jun 29 15:07:06 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:30,88244,Sample-18 (Wed Jun 29 15:07:28 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-18 (Wed Jun 29 15:07:28 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:31,88244,Sample-19 (Wed Jun 29 15:07:30 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-19 (Wed Jun 29 15:07:30 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:34,88244,Sample-8 (Wed Jun 29 15:07:32 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-8 (Wed Jun 29 15:07:32 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:42,88244,Sample-20 (Wed Jun 29 15:07:40 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-20 (Wed Jun 29 15:07:40 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:43,88244,Sample-21 (Wed Jun 29 15:07:42 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-21 (Wed Jun 29 15:07:42 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:54,88244,Sample-2 (Wed Jun 29 15:07:51 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-2 (Wed Jun 29 15:07:51 2022).wav,,Nilo,N,Rain
6/29/2022,22:07:54,88244,Sample-9 (Wed Jun 29 15:07:52 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-9 (Wed Jun 29 15:07:52 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:04,88244,Sample-22 (Wed Jun 29 15:08:02 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-22 (Wed Jun 29 15:08:02 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:05,88244,Sample-23 (Wed Jun 29 15:08:04 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-23 (Wed Jun 29 15:08:04 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:10,88244,Sample-24 (Wed Jun 29 15:08:08 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-24 (Wed Jun 29 15:08:08 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:23,88244,Sample-10 (Wed Jun 29 15:08:16 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-10 (Wed Jun 29 15:08:16 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:26,88244,Sample-25 (Wed Jun 29 15:08:24 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-25 (Wed Jun 29 15:08:24 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:36,88244,Sample-26 (Wed Jun 29 15:08:34 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-26 (Wed Jun 29 15:08:34 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:42,88244,Sample-11 (Wed Jun 29 15:08:40 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-11 (Wed Jun 29 15:08:40 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:48,88244,Sample-12 (Wed Jun 29 15:08:46 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-12 (Wed Jun 29 15:08:46 2022).wav,,Nilo,N,Rain
6/29/2022,22:08:59,88244,Sample-27 (Wed Jun 29 15:08:52 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-27 (Wed Jun 29 15:08:52 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:02,88244,Sample-13 (Wed Jun 29 15:09:00 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-13 (Wed Jun 29 15:09:00 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:11,88244,Sample-14 (Wed Jun 29 15:09:08 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-14 (Wed Jun 29 15:09:08 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:25,88244,Sample-15 (Wed Jun 29 15:09:23 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-15 (Wed Jun 29 15:09:23 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:29,88244,Sample-28 (Wed Jun 29 15:09:22 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-28 (Wed Jun 29 15:09:22 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:32,88244,Sample-29 (Wed Jun 29 15:09:28 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-29 (Wed Jun 29 15:09:28 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:48,88244,Sample-30 (Wed Jun 29 15:09:46 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-30 (Wed Jun 29 15:09:46 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:52,88244,Sample-31 (Wed Jun 29 15:09:50 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-31 (Wed Jun 29 15:09:50 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:53,88244,Sample-16 (Wed Jun 29 15:09:51 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-16 (Wed Jun 29 15:09:51 2022).wav,,Nilo,N,Rain
6/29/2022,22:09:58,88244,Sample-32 (Wed Jun 29 15:09:56 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-32 (Wed Jun 29 15:09:56 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:02,88244,Sample-17 (Wed Jun 29 15:09:59 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-17 (Wed Jun 29 15:09:59 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:04,88244,Sample-33 (Wed Jun 29 15:10:02 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-33 (Wed Jun 29 15:10:02 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:05,88244,Sample-3 (Wed Jun 29 15:10:02 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 15:10:02 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:08,88244,Sample-34 (Wed Jun 29 15:10:06 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-34 (Wed Jun 29 15:10:06 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:15,88244,Sample-18 (Wed Jun 29 15:10:12 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-18 (Wed Jun 29 15:10:12 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:16,88244,Sample-35 (Wed Jun 29 15:10:14 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-35 (Wed Jun 29 15:10:14 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:18,88244,Sample-36 (Wed Jun 29 15:10:16 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-36 (Wed Jun 29 15:10:16 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:24,88244,Sample-37 (Wed Jun 29 15:10:22 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-37 (Wed Jun 29 15:10:22 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:37,88244,Sample-3 (Wed Jun 29 15:10:30 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-3 (Wed Jun 29 15:10:30 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:39,88244,Sample-10 (Wed Jun 29 15:10:37 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-10 (Wed Jun 29 15:10:37 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:42,88244,Sample-38 (Wed Jun 29 15:10:40 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-38 (Wed Jun 29 15:10:40 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:43,88244,Sample-7 (Wed Jun 29 15:10:41 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-7 (Wed Jun 29 15:10:41 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:43,88244,Sample-8 (Wed Jun 29 15:10:41 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-8 (Wed Jun 29 15:10:41 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:44,88244,Sample-11 (Wed Jun 29 15:10:43 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-11 (Wed Jun 29 15:10:43 2022).wav,,Nilo,N,Rain
6/29/2022,22:10:50,88244,Sample-4 (Wed Jun 29 15:10:48 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-4 (Wed Jun 29 15:10:48 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:01,88244,Sample-19 (Wed Jun 29 15:10:59 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-19 (Wed Jun 29 15:10:59 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:20,88244,Sample-39 (Wed Jun 29 15:11:18 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-39 (Wed Jun 29 15:11:18 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:22,88244,Sample-5 (Wed Jun 29 15:11:20 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-5 (Wed Jun 29 15:11:20 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:24,88244,Sample-6 (Wed Jun 29 15:11:22 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-6 (Wed Jun 29 15:11:22 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:28,88244,Sample-40 (Wed Jun 29 15:11:26 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-40 (Wed Jun 29 15:11:26 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:31,88244,Sample-12 (Wed Jun 29 15:11:29 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-12 (Wed Jun 29 15:11:29 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:38,88244,Sample-41 (Wed Jun 29 15:11:36 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-41 (Wed Jun 29 15:11:36 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:46,88244,Sample-13 (Wed Jun 29 15:11:43 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-13 (Wed Jun 29 15:11:43 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:52,88244,Sample-42 (Wed Jun 29 15:11:50 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-42 (Wed Jun 29 15:11:50 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:53,88244,Sample-8 (Wed Jun 29 15:11:51 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-8 (Wed Jun 29 15:11:51 2022).wav,,Nilo,N,Rain
6/29/2022,22:11:56,88244,Sample-43 (Wed Jun 29 15:11:54 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-43 (Wed Jun 29 15:11:54 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:00,88244,Sample-44 (Wed Jun 29 15:11:58 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-44 (Wed Jun 29 15:11:58 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:05,88244,Sample-9 (Wed Jun 29 15:12:03 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-9 (Wed Jun 29 15:12:03 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:11,88244,Sample-10 (Wed Jun 29 15:12:09 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-10 (Wed Jun 29 15:12:09 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:17,88244,Sample-14 (Wed Jun 29 15:12:10 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-14 (Wed Jun 29 15:12:10 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:22,88244,Sample-45 (Wed Jun 29 15:12:20 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-45 (Wed Jun 29 15:12:20 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:30,88244,Sample-46 (Wed Jun 29 15:12:28 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-46 (Wed Jun 29 15:12:28 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:32,88244,Sample-47 (Wed Jun 29 15:12:30 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-47 (Wed Jun 29 15:12:30 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:36,88244,Sample-48 (Wed Jun 29 15:12:34 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-48 (Wed Jun 29 15:12:34 2022).wav,,Nilo,N,Rain
6/29/2022,22:12:56,88244,Sample-15 (Wed Jun 29 15:12:54 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-15 (Wed Jun 29 15:12:54 2022).wav,,Nilo,N,Rain
6/29/2022,22:13:30,88244,Sample-49 (Wed Jun 29 15:13:23 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-49 (Wed Jun 29 15:13:23 2022).wav,,Nilo,N,Rain
6/29/2022,22:13:34,88244,Sample-16 (Wed Jun 29 15:13:32 2022).wav,https://phoenix-pd-gunshot-wav-files.s3.us-west-2.amazonaws.com/Sample-16 (Wed Jun 29 15:13:32 2022).wav,,Nilo,N,Rain
